,Year,Race,Sex,Execution Method
0,1977,White,Male,Firing Squad
1,1979,White,Male,Electrocution
2,1979,White,Male,Gas
3,1981,White,Male,Electrocution
4,1982,White,Male,Electrocution
5,1982,Black,Male,Lethal Injection
6,1983,White,Male,Electrocution
7,1983,White,Male,Gas
8,1983,White,Male,Electrocution
9,1983,Black,Male,Electrocution
10,1983,White,Male,Electrocution
11,1984,White,Male,Electrocution
12,1984,Black,Male,Electrocution
13,1984,White,Male,Lethal Injection
14,1984,White,Male,Lethal Injection
15,1984,White,Male,Lethal Injection
16,1984,White,Male,Electrocution
17,1984,White,Male,Electrocution
18,1984,Black,Male,Electrocution
19,1984,White,Male,Electrocution
20,1984,Black,Male,Electrocution
21,1984,Black,Male,Electrocution
22,1984,White,Male,Electrocution
23,1984,White,Male,Electrocution
24,1984,Black,Male,Electrocution
25,1984,Black,Male,Electrocution
26,1984,Black,Male,Electrocution
27,1984,White,Male,Lethal Injection
28,1984,White,Female,Lethal Injection
29,1984,White,Male,Electrocution
30,1984,Black,Male,Electrocution
31,1984,White,Male,Electrocution
32,1985,White,Male,Electrocution
33,1985,Black,Male,Electrocution
34,1985,White,Male,Electrocution
35,1985,White,Male,Lethal Injection
36,1985,White,Male,Electrocution
37,1985,Black,Male,Electrocution
38,1985,White,Male,Electrocution
39,1985,White,Male,Lethal Injection
40,1985,Black,Male,Electrocution
41,1985,Black,Male,Electrocution
42,1985,Latino,Male,Lethal Injection
43,1985,Black,Male,Electrocution
44,1985,Black,Male,Lethal Injection
45,1985,Black,Male,Electrocution
46,1985,Latino,Male,Lethal Injection
47,1985,White,Male,Lethal Injection
48,1985,White,Male,Electrocution
49,1985,White,Male,Lethal Injection
50,1986,White,Male,Electrocution
51,1986,White,Male,Lethal Injection
52,1986,Black,Male,Electrocution
53,1986,Black,Male,Electrocution
54,1986,White,Male,Lethal Injection
55,1986,Black,Male,Electrocution
56,1986,White,Male,Lethal Injection
57,1986,White,Male,Electrocution
58,1986,Latino,Male,Lethal Injection
59,1986,White,Male,Lethal Injection
60,1986,Black,Male,Electrocution
61,1986,Black,Male,Electrocution
62,1986,White,Male,Lethal Injection
63,1986,Black,Male,Lethal Injection
64,1986,White,Male,Lethal Injection
65,1986,White,Male,Lethal Injection
66,1986,Black,Male,Lethal Injection
67,1986,Latino,Male,Lethal Injection
68,1987,Latino,Male,Lethal Injection
69,1987,Latino,Male,Lethal Injection
70,1987,Black,Male,Electrocution
71,1987,Black,Male,Gas
72,1987,Black,Male,Electrocution
73,1987,Black,Male,Lethal Injection
74,1987,White,Male,Electrocution
75,1987,White,Male,Electrocution
76,1987,Black,Male,Electrocution
77,1987,White,Male,Electrocution
78,1987,White,Male,Electrocution
79,1987,Black,Male,Lethal Injection
80,1987,White,Male,Electrocution
81,1987,White,Male,Lethal Injection
82,1987,Black,Male,Gas
83,1987,Black,Male,Electrocution
84,1987,Black,Male,Electrocution
85,1987,White,Male,Electrocution
86,1987,White,Male,Electrocution
87,1987,Black,Male,Electrocution
88,1987,White,Male,Electrocution
89,1987,Black,Male,Lethal Injection
90,1987,Black,Male,Electrocution
91,1987,White,Male,Lethal Injection
92,1987,White,Male,Electrocution
93,1988,White,Male,Lethal Injection
94,1988,Black,Male,Electrocution
95,1988,White,Male,Electrocution
96,1988,Black,Male,Electrocution
97,1988,Black,Male,Electrocution
98,1988,White,Male,Lethal Injection
99,1988,White,Male,Electrocution
100,1988,White,Male,Electrocution
101,1988,Black,Male,Lethal Injection
102,1988,White,Male,Electrocution
103,1988,Black,Male,Lethal Injection
104,1989,White,Male,Lethal Injection
105,1989,White,Male,Electrocution
106,1989,Black,Male,Lethal Injection
107,1989,White,Male,Electrocution
108,1989,Black,Male,Electrocution
109,1989,White,Male,Lethal Injection
110,1989,Black,Male,Electrocution
111,1989,White,Male,Lethal Injection
112,1989,Black,Male,Gas
113,1989,White,Male,Lethal Injection
114,1989,Black,Male,Electrocution
115,1989,Black,Male,Electrocution
116,1989,Black,Male,Electrocution
117,1989,White,Male,Lethal Injection
118,1989,Black,Male,Electrocution
119,1989,Latino,Male,Lethal Injection
120,1990,White,Male,Lethal Injection
121,1990,Black,Male,Lethal Injection
122,1990,White,Male,Electrocution
123,1990,White,Male,Electrocution
124,1990,Black,Male,Lethal Injection
125,1990,White,Male,Lethal Injection
126,1990,White,Male,Lethal Injection
127,1990,Black,Male,Electrocution
128,1990,White,Male,Lethal Injection
129,1990,White,Male,Electrocution
130,1990,White,Male,Lethal Injection
131,1990,Black,Male,Lethal Injection
132,1990,Black,Male,Electrocution
133,1990,White,Male,Lethal Injection
134,1990,White,Male,Electrocution
135,1990,Black,Male,Electrocution
136,1990,White,Male,Lethal Injection
137,1990,White,Male,Lethal Injection
138,1990,White,Male,Lethal Injection
139,1990,White,Male,Electrocution
140,1990,Black,Male,Electrocution
141,1990,White,Male,Electrocution
142,1990,White,Male,Electrocution
143,1991,Black,Male,Lethal Injection
144,1991,White,Male,Electrocution
145,1991,Latino,Male,Lethal Injection
146,1991,White,Male,Lethal Injection
147,1991,Black,Male,Electrocution
148,1991,Black,Male,Electrocution
149,1991,White,Male,Electrocution
150,1991,Black,Male,Electrocution
151,1991,Black,Male,Lethal Injection
152,1991,White,Male,Electrocution
153,1991,Black,Male,Lethal Injection
154,1991,Black,Male,Electrocution
155,1991,White,Male,Lethal Injection
156,1991,White,Male,Lethal Injection
157,1992,White,Male,Lethal Injection
158,1992,Latino,Male,Lethal Injection
159,1992,Black,Male,Lethal Injection
160,1992,White,Male,Lethal Injection
161,1992,White,Male,Lethal Injection
162,1992,White,Male,Lethal Injection
163,1992,Black,Male,Lethal Injection
164,1992,White,Male,Lethal Injection
165,1992,White,Male,Lethal Injection
166,1992,White,Male,Electrocution
167,1992,White,Male,Gas
168,1992,White,Male,Gas
169,1992,Black,Male,Lethal Injection
170,1992,White,Male,Lethal Injection
171,1992,White,Male,Lethal Injection
172,1992,White,Male,Electrocution
173,1992,Latino,Male,Lethal Injection
174,1992,White,Male,Electrocution
175,1992,White,Male,Lethal Injection
176,1992,Black,Male,Electrocution
177,1992,White,Male,Electrocution
178,1992,Black,Male,Lethal Injection
179,1992,Black,Male,Lethal Injection
180,1992,Black,Male,Electrocution
181,1992,Black,Male,Lethal Injection
182,1992,White,Male,Lethal Injection
183,1992,White,Male,Lethal Injection
184,1992,Black,Male,Lethal Injection
185,1992,Black,Male,Electrocution
186,1992,Black,Male,Lethal Injection
187,1992,White,Male,Electrocution
188,1993,White,Male,Hanging
189,1993,Black,Male,Electrocution
190,1993,Black,Male,Lethal Injection
191,1993,White,Male,Lethal Injection
192,1993,Native American,Male,Lethal Injection
193,1993,White,Male,Lethal Injection
194,1993,Black,Male,Electrocution
195,1993,Latino,Male,Lethal Injection
196,1993,Latino,Male,Lethal Injection
197,1993,White,Male,Lethal Injection
198,1993,White,Male,Electrocution
199,1993,Black,Male,Lethal Injection
200,1993,White,Male,Electrocution
201,1993,Latino,Male,Lethal Injection
202,1993,White,Male,Lethal Injection
203,1993,White,Male,Electrocution
204,1993,White,Male,Electrocution
205,1993,White,Male,Lethal Injection
206,1993,Black,Male,Lethal Injection
207,1993,Black,Male,Lethal Injection
208,1993,Black,Male,Lethal Injection
209,1993,Black,Male,Lethal Injection
210,1993,White,Male,Lethal Injection
211,1993,White,Male,Lethal Injection
212,1993,Black,Male,Lethal Injection
213,1993,Latino,Male,Lethal Injection
214,1993,White,Male,Gas
215,1993,White,Male,Electrocution
216,1993,Black,Male,Lethal Injection
217,1993,Black,Male,Lethal Injection
218,1993,White,Male,Lethal Injection
219,1993,Black,Male,Electrocution
220,1993,Black,Male,Lethal Injection
221,1993,White,Male,Lethal Injection
222,1993,White,Male,Lethal Injection
223,1993,White,Male,Electrocution
224,1993,Black,Male,Lethal Injection
225,1993,White,Male,Electrocution
226,1994,White,Male,Lethal Injection
227,1994,White,Male,Lethal Injection
228,1994,Black,Male,Electrocution
229,1994,Black,Male,Lethal Injection
230,1994,Black,Male,Electrocution
231,1994,White,Male,Lethal Injection
232,1994,White,Male,Electrocution
233,1994,White,Male,Lethal Injection
234,1994,Black,Male,Electrocution
235,1994,Black,Male,Lethal Injection
236,1994,White,Male,Lethal Injection
237,1994,Black,Male,Lethal Injection
238,1994,White,Male,Lethal Injection
239,1994,White,Male,Lethal Injection
240,1994,White,Male,Lethal Injection
241,1994,White,Male,Hanging
242,1994,White,Male,Lethal Injection
243,1994,White,Male,Gas
244,1994,Black,Male,Lethal Injection
245,1994,White,Male,Lethal Injection
246,1994,White,Male,Lethal Injection
247,1994,White,Male,Lethal Injection
248,1994,White,Male,Lethal Injection
249,1994,Black,Male,Electrocution
250,1994,Latino,Male,Lethal Injection
251,1994,White,Male,Lethal Injection
252,1994,Black,Male,Lethal Injection
253,1994,White,Male,Lethal Injection
254,1994,Black,Male,Lethal Injection
255,1994,Black,Male,Electrocution
256,1994,White,Male,Lethal Injection
257,1995,White,Male,Lethal Injection
258,1995,Latino,Male,Lethal Injection
259,1995,White,Male,Lethal Injection
260,1995,Black,Male,Lethal Injection
261,1995,White,Male,Lethal Injection
262,1995,Black,Male,Lethal Injection
263,1995,White,Male,Lethal Injection
264,1995,White,Male,Lethal Injection
265,1995,Black,Male,Lethal Injection
266,1995,White,Male,Lethal Injection
267,1995,White,Male,Lethal Injection
268,1995,Black,Male,Lethal Injection
269,1995,White,Male,Lethal Injection
270,1995,White,Male,Lethal Injection
271,1995,White,Male,Electrocution
272,1995,White,Male,Lethal Injection
273,1995,Black,Male,Electrocution
274,1995,White,Male,Lethal Injection
275,1995,Black,Male,Lethal Injection
276,1995,White,Male,Lethal Injection
277,1995,Black,Male,Electrocution
278,1995,Black,Male,Lethal Injection
279,1995,Black,Male,Lethal Injection
280,1995,White,Male,Electrocution
281,1995,Black,Male,Lethal Injection
282,1995,White,Male,Lethal Injection
283,1995,Black,Male,Lethal Injection
284,1995,Black,Male,Lethal Injection
285,1995,Black,Male,Lethal Injection
286,1995,Black,Male,Lethal Injection
287,1995,White,Male,Lethal Injection
