,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
2894,White,Hanging,Georgia,Male,1873,6,13,1
2897,Black,Hanging,Georgia,Male,1874,4,17,1
2898,Black,Hanging,Georgia,Male,1874,4,17,10
2899,Black,Hanging,Georgia,Male,1874,4,17,10
2900,Black,Hanging,Georgia,Male,1874,4,17,10
2901,Black,Hanging,Georgia,Female,1874,5,1,1
2902,Black,Hanging,Georgia,Male,1875,2,19,1
2903,Black,Hanging,Georgia,Male,1875,5,14,1
2904,Black,Hanging,Georgia,Male,1875,5,14,1
2905,Black,Hanging,Georgia,Male,1875,6,4,1
2906,Black,Hanging,Georgia,Male,1875,6,25,1
2907,Black,Hanging,Georgia,Male,1875,10,8,2
2908,Black,Hanging,Georgia,Male,1875,12,17,1
2909,Black,Hanging,Georgia,Male,1876,4,29,1
2910,Black,Hanging,Georgia,Male,1876,5,15,1
2911,Black,Hanging,Georgia,Male,1876,5,15,1
2912,Black,Hanging,Georgia,Male,1876,7,14,16
2914,White,Hanging,Georgia,Male,1877,4,27,1
2915,White,Hanging,Georgia,Male,1877,5,4,1
2916,Black,Hanging,Georgia,Male,1877,5,18,19
2917,White,Hanging,Georgia,Male,1877,6,15,1
2918,White,Hanging,Georgia,Male,1877,6,22,1
2919,Black,Hanging,Georgia,Male,1877,7,6,1
2920,White,Hanging,Georgia,Male,1878,3,15,1
2921,Black,Hanging,Georgia,Male,1878,6,26,1
2922,Black,Hanging,Georgia,Male,1878,7,5,1
2923,White,Hanging,Georgia,Male,1878,7,12,1
2924,Black,Hanging,Georgia,Male,1878,11,2,1
2927,Black,Hanging,Georgia,Male,1879,5,9,1
2928,Black,Hanging,Georgia,Male,1879,5,9,1
2929,Black,Hanging,Georgia,Male,1879,5,16,1
2930,White,Hanging,Georgia,Male,1879,5,23,1
2931,Black,Hanging,Georgia,Male,1879,11,14,1
2932,Black,Hanging,Georgia,Male,1879,12,19,1
2933,Black,Hanging,Georgia,Male,1880,3,12,22
2935,Black,Hanging,Georgia,Male,1881,1,28,1
2936,Black,Hanging,Georgia,Male,1881,2,18,1
2937,Black,Hanging,Georgia,Male,1881,3,4,2
2939,Black,Hanging,Georgia,Male,1881,10,14,1
2940,Black,Hanging,Georgia,Male,1881,11,18,2
2941,Black,Hanging,Georgia,Male,1881,11,25,1
2942,Black,Hanging,Georgia,Male,1882,1,16,1
2943,Black,Hanging,Georgia,Male,1882,1,20,10
2944,White,Hanging,Georgia,Male,1882,6,2,1
2945,White,Hanging,Georgia,Male,1882,6,3,1
2946,Black,Hanging,Georgia,Male,1882,10,20,1
2947,Black,Hanging,Georgia,Male,1882,10,20,1
2948,Black,Hanging,Georgia,Male,1882,10,20,1
2949,Black,Hanging,Georgia,Female,1882,10,20,1
2950,Black,Hanging,Georgia,Male,1882,10,20,1
2951,Black,Hanging,Georgia,Male,1882,12,8,1
2952,Black,Hanging,Georgia,Male,1883,3,23,1
2953,Black,Hanging,Georgia,Male,1883,3,23,1
2954,White,Hanging,Georgia,Male,1883,5,4,10
2955,Black,Hanging,Georgia,Male,1883,5,18,1
2956,White,Hanging,Georgia,Male,1883,5,18,1
2957,Black,Hanging,Georgia,Male,1883,6,1,1
2958,Black,Hanging,Georgia,Male,1883,6,1,1
2959,White,Hanging,Georgia,Male,1883,6,8,1
2960,Black,Hanging,Georgia,Male,1883,6,29,1
2961,Black,Hanging,Georgia,Male,1883,9,28,1
2962,Black,Hanging,Georgia,Male,1883,10,19,11
2963,Black,Hanging,Georgia,Female,1883,10,19,1
2964,Black,Hanging,Georgia,Male,1883,11,30,1
2965,Black,Hanging,Georgia,Male,1884,1,4,1
2966,White,Hanging,Georgia,Male,1884,3,7,1
2967,Black,Hanging,Georgia,Male,1884,4,18,1
2968,Black,Hanging,Georgia,Male,1884,4,25,1
2969,Black,Hanging,Georgia,Male,1884,5,23,1
2970,Black,Hanging,Georgia,Male,1884,5,23,2
2972,Black,Hanging,Georgia,Male,1884,8,25,2
2974,White,Hanging,Georgia,Male,1884,12,12,1
2975,Black,Hanging,Georgia,Male,1885,6,19,1
2976,Black,Hanging,Georgia,Male,1885,6,26,1
2977,Black,Hanging,Georgia,Male,1885,10,17,1
2978,Black,Hanging,Georgia,Male,1886,7,16,10
2979,White,Hanging,Georgia,Male,1886,8,7,1
2980,Black,Hanging,Georgia,Male,1886,9,17,1
2981,White,Hanging,Georgia,Male,1886,9,24,11
2982,White,Hanging,Georgia,Male,1886,10,15,1
2984,Black,Hanging,Georgia,Male,1887,6,17,1
2986,Black,Hanging,Georgia,Male,1887,6,17,1
2987,Black,Hanging,Georgia,Male,1887,10,14,1
2988,White,Hanging,Georgia,Male,1887,11,19,1
2989,Black,Hanging,Georgia,Male,1888,2,23,1
2990,Black,Hanging,Georgia,Male,1888,5,11,1
2992,Black,Hanging,Georgia,Male,1889,1,25,1
2993,Black,Hanging,Georgia,Male,1889,1,25,1
2994,Black,Hanging,Georgia,Male,1889,6,14,1
2995,Black,Hanging,Georgia,Male,1889,6,19,1
2996,Black,Hanging,Georgia,Male,1889,11,8,1
2997,White,Hanging,Georgia,Male,1889,11,8,1
2998,Black,Hanging,Georgia,Male,1890,4,3,1
2999,Black,Hanging,Georgia,Male,1890,4,3,1
3000,Black,Hanging,Georgia,Male,1890,5,9,23
3001,White,Hanging,Georgia,Male,1890,10,29,1
3002,Black,Hanging,Georgia,Male,1890,12,19,1
3003,Black,Hanging,Georgia,Male,1891,5,15,1
3004,Black,Hanging,Georgia,Male,1891,5,28,1
3005,Black,Hanging,Georgia,Male,1891,6,20,1
3008,White,Hanging,Georgia,Male,1891,7,24,1
3009,Black,Hanging,Georgia,Male,1891,9,4,1
3010,Black,Hanging,Georgia,Male,1891,9,18,1
3011,Black,Hanging,Georgia,Male,1891,10,16,1
3012,Black,Hanging,Georgia,Male,1891,10,16,1
3013,Black,Hanging,Georgia,Male,1891,11,6,2
3014,Black,Hanging,Georgia,Male,1891,11,6,1
3015,Black,Hanging,Georgia,Male,1892,1,8,1
3016,Black,Hanging,Georgia,Male,1892,1,8,21
3017,Black,Hanging,Georgia,Male,1892,1,8,1
3018,Black,Hanging,Georgia,Male,1892,1,8,21
3019,Black,Hanging,Georgia,Male,1892,1,22,1
3020,Black,Hanging,Georgia,Male,1892,2,19,1
3021,Black,Hanging,Georgia,Male,1892,4,1,1
3022,Black,Hanging,Georgia,Male,1892,5,13,1
3023,Black,Hanging,Georgia,Male,1892,5,13,1
3025,Black,Hanging,Georgia,Male,1892,7,15,1
3026,Black,Hanging,Georgia,Male,1892,7,22,1
3027,Black,Hanging,Georgia,Male,1892,10,6,1
3028,Black,Hanging,Georgia,Male,1892,11,29,1
3029,Black,Hanging,Georgia,Male,1893,3,31,1
3030,Black,Hanging,Georgia,Male,1893,5,5,1
3031,Black,Hanging,Georgia,Male,1893,5,26,1
3032,Black,Hanging,Georgia,Male,1893,6,30,1
3033,Black,Hanging,Georgia,Male,1893,7,28,1
3034,Black,Hanging,Georgia,Male,1893,9,28,1
3035,Black,Hanging,Georgia,Male,1893,9,28,1
3036,Black,Hanging,Georgia,Male,1893,9,28,1
3037,Black,Hanging,Georgia,Male,1893,9,28,1
3038,Black,Hanging,Georgia,Male,1893,9,28,1
3039,White,Hanging,Georgia,Male,1893,10,20,1
3040,Black,Hanging,Georgia,Male,1893,10,27,1
3041,Black,Hanging,Georgia,Male,1893,11,17,1
3042,Black,Hanging,Georgia,Male,1893,11,24,1
3043,Black,Hanging,Georgia,Male,1893,12,1,1
3044,Black,Hanging,Georgia,Male,1894,1,26,1
3045,Black,Hanging,Georgia,Male,1894,3,1,1
3046,Black,Hanging,Georgia,Male,1894,5,25,10
3047,Black,Hanging,Georgia,Male,1894,6,15,1
3048,Black,Hanging,Georgia,Male,1894,12,14,1
3050,Black,Hanging,Georgia,Male,1895,2,8,1
3051,Black,Hanging,Georgia,Male,1895,3,1,10
3052,Black,Hanging,Georgia,Male,1895,3,16,1
3053,Black,Hanging,Georgia,Male,1895,5,3,1
3054,Black,Hanging,Georgia,Male,1895,5,31,1
3055,Black,Hanging,Georgia,Female,1895,11,22,1
3056,Black,Hanging,Georgia,Female,1895,11,22,1
3057,White,Hanging,Georgia,Male,1896,9,4,1
3058,Black,Hanging,Georgia,Male,1897,1,22,1
3060,Black,Hanging,Georgia,Male,1897,5,21,1
3061,White,Hanging,Georgia,Male,1897,6,4,1
3062,White,Hanging,Georgia,Male,1897,6,18,1
3063,Black,Hanging,Georgia,Male,1897,6,25,1
3064,White,Hanging,Georgia,Male,1897,9,8,1
3065,Black,Hanging,Georgia,Male,1897,12,10,1
3066,Black,Hanging,Georgia,Male,1897,12,10,1
3067,White,Hanging,Georgia,Male,1897,12,17,10
3068,White,Hanging,Georgia,Male,1897,12,17,10
3069,Black,Hanging,Georgia,Male,1898,1,7,1
3070,Black,Hanging,Georgia,Male,1898,1,7,1
3071,Black,Hanging,Georgia,Male,1898,4,8,1
3072,Black,Hanging,Georgia,Male,1898,12,16,1
3073,Black,Hanging,Georgia,Male,1899,1,13,1
3074,Black,Hanging,Georgia,Male,1899,3,10,1
3076,Black,Hanging,Georgia,Male,1899,4,28,1
3077,Black,Hanging,Georgia,Male,1899,5,3,1
3078,Black,Hanging,Georgia,Male,1899,5,12,1
3080,Black,Hanging,Georgia,Male,1899,5,25,1
3081,Black,Hanging,Georgia,Male,1899,6,16,1
3082,Black,Hanging,Georgia,Male,1899,6,23,1
3083,Black,Hanging,Georgia,Male,1899,6,30,2
3084,Black,Hanging,Georgia,Male,1899,7,14,1
3085,Black,Hanging,Georgia,Male,1899,7,21,1
3086,Black,Hanging,Georgia,Male,1899,8,29,1
3087,Black,Hanging,Georgia,Male,1899,9,15,1
3088,Black,Hanging,Georgia,Male,1899,10,27,1
3090,Black,Hanging,Georgia,Male,1899,12,6,1
3091,White,Hanging,Georgia,Male,1899,12,15,1
3092,Black,Hanging,Georgia,Male,1900,1,12,1
3093,Black,Hanging,Georgia,Male,1900,1,19,1
3094,Black,Hanging,Georgia,Male,1900,3,2,1
3095,Black,Hanging,Georgia,Male,1900,4,2,1
3096,Black,Hanging,Georgia,Male,1900,4,6,10
3097,Black,Hanging,Georgia,Male,1900,4,6,10
3098,Black,Hanging,Georgia,Male,1900,4,20,1
3100,White,Hanging,Georgia,Male,1900,8,28,1
3101,Black,Hanging,Georgia,Male,1900,9,1,2
3102,Black,Hanging,Georgia,Male,1900,10,29,1
3103,Black,Hanging,Georgia,Male,1901,1,10,1
3104,Black,Hanging,Georgia,Male,1901,6,14,1
3105,Black,Hanging,Georgia,Male,1901,6,14,1
3106,Black,Hanging,Georgia,Male,1901,6,14,1
3108,Black,Hanging,Georgia,Male,1901,6,14,1
3109,Black,Hanging,Georgia,Male,1901,6,14,1
3110,Black,Hanging,Georgia,Male,1901,8,2,2
3111,Black,Hanging,Georgia,Male,1901,8,2,1
3113,Black,Hanging,Georgia,Male,1901,9,5,1
3114,Black,Hanging,Georgia,Male,1901,9,6,1
3115,Black,Hanging,Georgia,Male,1901,10,19,1
3116,Black,Hanging,Georgia,Male,1901,11,1,2
3117,Black,Hanging,Georgia,Male,1902,1,3,1
3118,Black,Hanging,Georgia,Male,1902,1,3,11
3119,Black,Hanging,Georgia,Male,1902,3,21,1
3120,Black,Hanging,Georgia,Male,1902,5,2,1
3121,Black,Hanging,Georgia,Male,1902,5,23,1
3122,White,Hanging,Georgia,Male,1902,7,21,1
3123,Black,Hanging,Georgia,Male,1902,8,8,2
3124,Black,Hanging,Georgia,Male,1902,9,12,1
3125,Black,Hanging,Georgia,Male,1902,10,11,2
3126,Black,Hanging,Georgia,Male,1903,1,9,1
3127,Black,Hanging,Georgia,Male,1903,2,6,2
3128,Black,Hanging,Georgia,Male,1903,3,13,1
3129,Black,Hanging,Georgia,Male,1903,3,20,1
3130,Black,Hanging,Georgia,Male,1903,5,15,1
3131,Black,Hanging,Georgia,Male,1903,6,12,1
3132,Black,Hanging,Georgia,Male,1903,7,10,1
3133,Black,Hanging,Georgia,Male,1903,7,10,1
3134,White,Hanging,Georgia,Male,1903,10,30,1
3135,Black,Hanging,Georgia,Male,1903,12,11,1
3136,Black,Hanging,Georgia,Male,1903,12,18,1
3137,White,Hanging,Georgia,Male,1903,12,18,1
3138,Black,Hanging,Georgia,Male,1903,12,18,1
3139,Black,Hanging,Georgia,Male,1904,3,10,1
3140,Black,Hanging,Georgia,Male,1904,4,16,1
3141,Black,Hanging,Georgia,Male,1904,9,19,1
3142,Black,Hanging,Georgia,Male,1904,9,23,1
3143,Black,Hanging,Georgia,Male,1904,9,24,1
3144,Black,Hanging,Georgia,Male,1904,11,1,1
3145,Black,Hanging,Georgia,Male,1904,12,27,1
3147,Black,Hanging,Georgia,Male,1905,1,13,1
3148,Black,Hanging,Georgia,Male,1905,1,20,1
3149,Black,Hanging,Georgia,Male,1905,2,3,1
3150,Black,Hanging,Georgia,Male,1905,3,7,1
3151,Black,Hanging,Georgia,Male,1905,3,7,1
3152,Black,Hanging,Georgia,Male,1905,3,22,1
3153,Black,Hanging,Georgia,Male,1905,4,27,2
3154,Black,Hanging,Georgia,Male,1905,5,5,1
3155,Black,Hanging,Georgia,Male,1905,6,2,1
3156,Black,Hanging,Georgia,Male,1905,6,2,1
3157,Black,Hanging,Georgia,Male,1905,12,8,2
3158,Black,Hanging,Georgia,Male,1906,1,12,1
3159,Black,Hanging,Georgia,Male,1906,2,16,1
3160,Black,Hanging,Georgia,Male,1906,3,16,2
3161,Black,Hanging,Georgia,Male,1906,5,18,1
3163,Black,Hanging,Georgia,Male,1906,5,18,1
3164,Black,Hanging,Georgia,Male,1906,9,7,11
3165,Black,Hanging,Georgia,Male,1906,9,7,1
3166,Black,Hanging,Georgia,Male,1906,9,10,2
3167,Black,Hanging,Georgia,Male,1906,11,16,1
3168,White,Hanging,Georgia,Male,1906,12,4,1
3169,Black,Hanging,Georgia,Male,1906,12,4,1
3170,Black,Hanging,Georgia,Male,1906,12,29,1
3171,White,Hanging,Georgia,Male,1907,3,1,1
3172,Black,Hanging,Georgia,Male,1907,5,29,2
3174,Black,Hanging,Georgia,Male,1907,6,21,1
3175,White,Hanging,Georgia,Male,1907,6,21,1
3176,Black,Hanging,Georgia,Male,1907,8,16,1
3177,Black,Hanging,Georgia,Male,1907,12,13,1
3178,White,Hanging,Georgia,Male,1908,1,31,1
3179,Black,Hanging,Georgia,Male,1908,2,14,10
3180,Black,Hanging,Georgia,Male,1908,2,14,10
3181,White,Hanging,Georgia,Male,1908,2,25,1
3182,Black,Hanging,Georgia,Male,1908,2,28,1
3183,Black,Hanging,Georgia,Male,1908,3,18,1
3184,Black,Hanging,Georgia,Male,1908,3,20,2
3186,Black,Hanging,Georgia,Male,1908,4,17,1
3187,Black,Hanging,Georgia,Male,1908,5,8,1
3188,Black,Hanging,Georgia,Male,1908,5,15,1
3189,Black,Hanging,Georgia,Male,1908,6,19,1
3190,White,Hanging,Georgia,Male,1908,6,23,1
3191,Black,Hanging,Georgia,Male,1908,9,11,2
3192,Black,Hanging,Georgia,Male,1908,10,9,1
3193,Black,Hanging,Georgia,Male,1908,10,15,1
3194,Black,Hanging,Georgia,Male,1908,12,11,1
3196,Black,Hanging,Georgia,Male,1909,1,2,1
3197,Black,Hanging,Georgia,Male,1909,6,11,1
3198,Black,Hanging,Georgia,Male,1909,7,8,1
3199,Black,Hanging,Georgia,Male,1909,7,9,1
3200,Black,Hanging,Georgia,Male,1909,10,1,1
3201,Black,Hanging,Georgia,Male,1909,10,28,10
3202,Black,Hanging,Georgia,Male,1909,11,19,1
3203,Black,Hanging,Georgia,Male,1910,2,18,2
3204,White,Hanging,Georgia,Male,1910,4,15,1
3205,Black,Hanging,Georgia,Male,1910,4,19,10
3206,Black,Hanging,Georgia,Male,1910,5,7,1
3207,Black,Hanging,Georgia,Male,1910,5,13,1
3208,Black,Hanging,Georgia,Male,1910,5,20,2
3209,Black,Hanging,Georgia,Male,1910,6,17,1
3210,Black,Hanging,Georgia,Male,1910,6,17,23
3211,Black,Hanging,Georgia,Male,1910,7,29,10
3212,Black,Hanging,Georgia,Male,1910,10,28,1
3213,Black,Hanging,Georgia,Male,1910,11,10,1
3214,Black,Hanging,Georgia,Male,1911,2,8,10
3215,Black,Hanging,Georgia,Male,1911,4,14,10
3216,Black,Hanging,Georgia,Male,1911,6,9,1
3217,White,Hanging,Georgia,Male,1911,6,9,1
3218,Black,Hanging,Georgia,Male,1911,6,10,1
3219,Black,Hanging,Georgia,Male,1911,6,16,2
3220,White,Hanging,Georgia,Male,1911,9,1,1
3223,White,Hanging,Georgia,Male,1911,11,27,1
3224,Black,Hanging,Georgia,Male,1911,12,5,1
3225,Black,Hanging,Georgia,Male,1911,12,8,1
3226,Black,Hanging,Georgia,Male,1911,12,14,1
3227,Black,Hanging,Georgia,Male,1912,1,16,1
3228,Black,Hanging,Georgia,Male,1912,2,22,1
3229,Black,Hanging,Georgia,Male,1912,2,22,23
3231,Black,Hanging,Georgia,Male,1912,3,29,1
3232,Black,Hanging,Georgia,Male,1912,3,29,1
3233,White,Hanging,Georgia,Male,1912,5,10,1
3234,Black,Hanging,Georgia,Male,1912,5,14,1
3235,Black,Hanging,Georgia,Male,1912,5,24,2
3236,Black,Hanging,Georgia,Male,1912,8,23,11
3237,White,Hanging,Georgia,Male,1912,9,6,1
3238,Black,Hanging,Georgia,Male,1912,10,25,11
3239,Black,Hanging,Georgia,Male,1912,10,25,11
3240,Black,Hanging,Georgia,Male,1912,11,8,1
3241,Black,Hanging,Georgia,Male,1912,12,4,1
3242,Black,Hanging,Georgia,Male,1912,12,13,1
3243,White,Hanging,Georgia,Male,1912,12,13,1
3244,White,Hanging,Georgia,Male,1913,1,3,1
3245,Black,Hanging,Georgia,Male,1913,1,17,1
3246,Black,Hanging,Georgia,Male,1913,2,7,1
3247,Black,Hanging,Georgia,Male,1913,5,2,1
3248,Black,Hanging,Georgia,Male,1913,5,23,1
3249,Black,Hanging,Georgia,Male,1913,5,23,1
3250,Black,Hanging,Georgia,Male,1913,7,11,1
3251,Black,Hanging,Georgia,Male,1913,8,22,1
3252,Black,Hanging,Georgia,Male,1913,10,17,1
3254,Black,Hanging,Georgia,Male,1914,2,12,1
3255,White,Hanging,Georgia,Male,1914,6,12,1
3256,Black,Hanging,Georgia,Male,1914,6,19,1
3257,Black,Hanging,Georgia,Male,1914,6,19,1
3258,Black,Hanging,Georgia,Male,1914,6,19,1
3259,White,Hanging,Georgia,Male,1914,7,31,1
3260,White,Hanging,Georgia,Male,1914,7,31,1
3262,White,Hanging,Georgia,Male,1914,9,11,1
3263,Black,Hanging,Georgia,Male,1915,1,29,1
3264,Black,Hanging,Georgia,Male,1915,4,9,1
3265,Black,Hanging,Georgia,Male,1915,6,9,1
3266,Black,Hanging,Georgia,Male,1915,8,6,1
3267,Black,Hanging,Georgia,Male,1915,8,19,1
3268,Black,Hanging,Georgia,Male,1915,9,24,2
3269,Black,Hanging,Georgia,Male,1915,9,25,1
3270,Black,Hanging,Georgia,Male,1915,11,8,1
3271,Black,Hanging,Georgia,Male,1915,11,8,1
3272,Black,Hanging,Georgia,Male,1915,11,8,1
3274,Black,Hanging,Georgia,Male,1915,12,22,1
3275,White,Hanging,Georgia,Male,1916,5,19,1
3276,Black,Hanging,Georgia,Male,1916,6,2,1
3277,Black,Hanging,Georgia,Male,1917,1,12,2
3278,Black,Hanging,Georgia,Male,1917,1,29,10
3279,Black,Hanging,Georgia,Male,1917,2,16,1
3280,Black,Hanging,Georgia,Male,1917,7,20,10
3283,Black,Hanging,Georgia,Male,1919,5,23,1
3284,Black,Hanging,Georgia,Male,1920,4,30,1
3285,Black,Hanging,Georgia,Male,1920,8,20,2
3286,Black,Hanging,Georgia,Male,1922,5,5,2
3287,Black,Hanging,Georgia,Male,1922,5,12,1
3288,Black,Hanging,Georgia,Male,1922,6,16,2
3289,Black,Hanging,Georgia,Male,1922,9,1,1
3290,White,Hanging,Georgia,Male,1922,9,1,1
3292,White,Hanging,Georgia,Male,1924,5,24,1
3293,Black,Hanging,Georgia,Male,1924,8,15,1
3294,Black,Electrocution,Georgia,Male,1924,9,13,27
3295,White,Hanging,Georgia,Male,1924,9,19,1
3297,White,Hanging,Georgia,Male,1925,5,21,1
3298,Black,Electrocution,Georgia,Male,1925,9,26,1
3299,White,Hanging,Georgia,Male,1926,1,29,10
3300,White,Hanging,Georgia,Male,1926,1,29,10
3301,Black,Electrocution,Georgia,Male,1926,3,11,1
3302,White,Electrocution,Georgia,Male,1926,3,25,1
3303,White,Electrocution,Georgia,Male,1926,3,25,1
3304,Black,Hanging,Georgia,Male,1926,5,18,1
3305,Black,Electrocution,Georgia,Male,1926,6,18,1
3306,Black,Electrocution,Georgia,Male,1926,9,9,1
3307,Black,Electrocution,Georgia,Male,1926,9,24,1
3308,Black,Electrocution,Georgia,Male,1926,10,8,2
3310,Black,Electrocution,Georgia,Male,1927,6,3,1
3311,White,Electrocution,Georgia,Male,1927,6,3,10
3312,White,Electrocution,Georgia,Male,1927,6,6,1
3313,Black,Electrocution,Georgia,Male,1927,7,12,1
3314,Black,Electrocution,Georgia,Male,1927,7,15,1
3315,Black,Electrocution,Georgia,Male,1927,10,14,1
3316,Black,Electrocution,Georgia,Male,1927,10,14,10
3317,Black,Electrocution,Georgia,Male,1927,10,14,1
3318,Black,Electrocution,Georgia,Male,1927,10,26,2
3321,Black,Electrocution,Georgia,Male,1928,1,13,10
3322,Black,Electrocution,Georgia,Male,1928,1,20,1
3323,Black,Electrocution,Georgia,Male,1928,2,21,1
3324,Black,Electrocution,Georgia,Male,1928,4,18,1
3325,Black,Electrocution,Georgia,Male,1928,5,4,1
3326,Black,Electrocution,Georgia,Male,1928,5,18,1
3327,Black,Electrocution,Georgia,Male,1928,6,8,1
3329,Black,Electrocution,Georgia,Male,1928,7,6,1
3330,White,Electrocution,Georgia,Male,1928,7,6,1
3331,Black,Electrocution,Georgia,Male,1928,7,13,10
3332,White,Electrocution,Georgia,Male,1928,7,13,1
3333,Black,Electrocution,Georgia,Male,1928,8,3,10
3334,White,Electrocution,Georgia,Male,1928,8,3,10
3335,White,Electrocution,Georgia,Male,1928,12,19,1
3336,Black,Electrocution,Georgia,Male,1929,1,18,10
3337,Black,Electrocution,Georgia,Male,1929,1,18,10
3338,Black,Electrocution,Georgia,Male,1929,1,18,10
3339,Black,Electrocution,Georgia,Male,1929,1,18,1
3340,White,Electrocution,Georgia,Male,1929,2,22,1
3341,Black,Electrocution,Georgia,Male,1929,3,20,1
3342,Black,Electrocution,Georgia,Male,1929,5,17,23
3343,Black,Electrocution,Georgia,Male,1929,7,22,1
3344,White,Electrocution,Georgia,Male,1929,9,11,10
3345,White,Electrocution,Georgia,Male,1929,9,11,10
3346,White,Electrocution,Georgia,Male,1929,10,4,2
3347,Black,Electrocution,Georgia,Male,1929,10,4,2
3348,Black,Electrocution,Georgia,Male,1930,1,27,1
3349,Black,Electrocution,Georgia,Male,1930,2,14,1
3350,Black,Electrocution,Georgia,Male,1930,2,21,10
3351,Black,Electrocution,Georgia,Male,1930,3,21,1
3352,Black,Electrocution,Georgia,Male,1930,6,20,1
3353,Black,Electrocution,Georgia,Male,1930,6,27,1
3354,White,Electrocution,Georgia,Male,1930,11,22,1
3355,Black,Electrocution,Georgia,Male,1931,1,16,2
3356,Black,Electrocution,Georgia,Male,1931,1,27,10
3357,Black,Electrocution,Georgia,Male,1931,3,13,1
3358,Black,Electrocution,Georgia,Male,1931,3,27,1
3359,Black,Electrocution,Georgia,Male,1931,4,17,10
3360,Black,Electrocution,Georgia,Male,1931,4,17,10
3361,Black,Electrocution,Georgia,Male,1931,4,29,1
3362,Black,Electrocution,Georgia,Male,1931,5,18,1
3363,White,Electrocution,Georgia,Male,1931,5,22,1
3365,Black,Hanging,Georgia,Male,1931,6,17,1
3367,Black,Electrocution,Georgia,Male,1931,9,11,1
3368,Black,Electrocution,Georgia,Male,1931,10,16,2
3369,Black,Electrocution,Georgia,Male,1931,10,16,1
3370,Black,Electrocution,Georgia,Male,1931,10,30,1
3371,Black,Electrocution,Georgia,Male,1931,10,30,10
3372,Black,Electrocution,Georgia,Male,1931,12,21,1
3373,White,Electrocution,Georgia,Male,1932,2,9,1
3374,Black,Electrocution,Georgia,Male,1932,2,9,23
3376,Black,Electrocution,Georgia,Male,1932,6,10,1
3378,Black,Electrocution,Georgia,Male,1932,10,7,10
3379,Black,Electrocution,Georgia,Male,1932,10,28,2
3380,Black,Electrocution,Georgia,Male,1932,10,28,2
3381,White,Electrocution,Georgia,Male,1932,11,4,1
3382,White,Electrocution,Georgia,Male,1932,11,4,1
3383,Black,Electrocution,Georgia,Male,1932,11,5,1
3384,Black,Electrocution,Georgia,Male,1932,11,16,1
3385,Black,Electrocution,Georgia,Male,1933,4,4,1
3386,Black,Electrocution,Georgia,Male,1933,5,19,1
3387,Black,Electrocution,Georgia,Male,1933,5,20,1
3388,Black,Electrocution,Georgia,Male,1933,6,14,1
3389,Black,Electrocution,Georgia,Male,1933,8,11,1
3390,Black,Electrocution,Georgia,Male,1933,8,11,1
3391,Black,Electrocution,Georgia,Male,1933,8,11,1
3392,Black,Electrocution,Georgia,Male,1933,8,25,1
3393,White,Electrocution,Georgia,Male,1933,8,25,1
3394,Black,Electrocution,Georgia,Male,1933,9,8,1
3395,Black,Electrocution,Georgia,Male,1933,10,20,1
3396,Black,Electrocution,Georgia,Male,1933,10,27,1
3397,Black,Electrocution,Georgia,Male,1933,10,27,1
3398,White,Electrocution,Georgia,Male,1933,12,29,1
3399,Black,Electrocution,Georgia,Male,1934,1,12,2
3400,Black,Electrocution,Georgia,Male,1934,3,2,1
3401,Black,Electrocution,Georgia,Male,1934,3,16,10
3402,Black,Electrocution,Georgia,Male,1934,3,16,2
3403,White,Electrocution,Georgia,Male,1934,4,20,1
3404,Black,Electrocution,Georgia,Male,1934,5,11,11
3405,Black,Electrocution,Georgia,Male,1934,5,15,1
3406,Black,Electrocution,Georgia,Male,1934,5,15,1
3407,Black,Electrocution,Georgia,Male,1934,6,15,1
3408,Black,Electrocution,Georgia,Male,1934,6,15,1
3409,Black,Electrocution,Georgia,Male,1934,9,14,2
3411,Black,Electrocution,Georgia,Male,1934,11,15,1
3412,Black,Electrocution,Georgia,Male,1935,1,21,1
3413,White,Electrocution,Georgia,Male,1935,2,11,1
3414,Black,Electrocution,Georgia,Male,1935,2,15,1
3415,Black,Electrocution,Georgia,Male,1935,3,1,10
3416,Black,Electrocution,Georgia,Male,1935,3,1,10
3417,Black,Electrocution,Georgia,Male,1935,3,5,11
3418,Black,Electrocution,Georgia,Male,1935,3,7,10
3419,Black,Electrocution,Georgia,Male,1935,3,7,10
3420,White,Electrocution,Georgia,Male,1935,3,15,1
3421,White,Electrocution,Georgia,Male,1935,3,29,10
3422,Black,Electrocution,Georgia,Male,1935,4,5,2
3423,Black,Electrocution,Georgia,Male,1935,4,5,1
3424,Black,Electrocution,Georgia,Male,1935,5,10,2
3425,Black,Electrocution,Georgia,Male,1935,5,10,1
3426,White,Electrocution,Georgia,Male,1935,6,14,1
3427,Black,Electrocution,Georgia,Male,1935,6,14,1
3428,Black,Electrocution,Georgia,Male,1935,7,12,10
3429,Black,Electrocution,Georgia,Male,1935,7,19,2
3430,Black,Electrocution,Georgia,Male,1935,10,10,1
3431,White,Electrocution,Georgia,Male,1935,10,18,1
3432,Black,Electrocution,Georgia,Male,1935,11,22,1
3433,Black,Electrocution,Georgia,Male,1935,12,20,10
3434,White,Electrocution,Georgia,Male,1935,12,20,1
3435,Black,Electrocution,Georgia,Male,1936,3,6,1
3436,Black,Electrocution,Georgia,Male,1936,3,20,1
3438,Black,Electrocution,Georgia,Male,1936,3,25,1
